45	0	0,0,0;0
1	0	0,0,0;0
12	0	0,0,0;0
30	0	0,0,0;0
34	0	0,0,0;0
9	0	0,0,0;0
25	0	0,0,0;0
41	0	0,0,0;0
38	0	0,0,0;0
8	0	0,0,0;0
13	0	0,0,0;0
29	0	0,0,0;0
11	0	0,0,0;0
24	0	0,0,0;0
22	0	0,0,0;0
2	0	0,0,0;0
6	0	0,0,0;0
42	0	0,0,0;0
3	0	0,0,0;0
47	0	0,0,0;0
21	0	0,0,0;0
19	0	0,0,0;0
44	0	0,0,0;0
46	0	0,0,0;0
32	0	0,0,0;0
33	0	0,0,0;0
14	0	0,0,0;0
15	0	0,0,0;0
10	0	0,0,0;0
36	0	0,0,0;0
48	0	0,0,0;0
16	0	0,0,0;0
5	0	0,0,0;0
18	0	0,0,0;0
26	0	0,0,0;0
23	0	0,0,0;0
43	0	0,0,0;0
35	0	0,0,0;0
7	0	0,0,0;0
49	0	0,0,0;0
27	0	0,0,0;0
28	0	0,0,0;0
20	0	0,0,0;0
31	0	0,0,0;0
39	0	0,0,0;0
0	0	0,0,0;0
4	0	0,0,0;0
37	0	0,0,0;0
17	0	0,0,0;0
40	0	0,0,0;0
60	1	122,0,139;1
57	1	122,0,139;1
93	1	122,0,139;1
98	1	122,0,139;1
59	1	122,0,139;1
53	1	122,0,139;1
89	1	122,0,139;1
69	1	122,0,139;1
79	1	122,0,139;1
80	1	122,0,139;1
81	1	122,0,139;1
71	1	122,0,139;1
62	1	122,0,139;1
67	1	122,0,139;1
92	1	122,0,139;1
64	1	122,0,139;1
82	1	122,0,139;1
99	1	122,0,139;1
61	1	122,0,139;1
96	1	122,0,139;1
88	1	122,0,139;1
95	1	122,0,139;1
84	1	122,0,139;1
55	1	122,0,139;1
66	1	122,0,139;1
106	2	122,0,139;1
90	1	122,0,139;1
94	1	122,0,139;1
78	1	88,0,159;2
91	1	88,0,159;2
97	1	88,0,159;2
63	1	88,0,159;2
73	1	88,0,159;2
56	1	88,0,159;2
85	1	88,0,159;2
51	1	88,0,159;2
74	1	88,0,159;2
54	1	88,0,159;2
58	1	88,0,159;2
65	1	88,0,159;2
75	1	88,0,159;2
76	1	88,0,159;2
86	1	88,0,159;2
77	1	88,0,159;2
50	1	88,0,159;2
52	1	88,0,159;2
102	2	0,0,197;3
107	2	0,0,197;3
130	2	0,0,197;3
125	2	0,0,197;3
129	2	0,0,197;3
105	2	0,0,197;3
118	2	0,0,197;3
122	2	0,0,197;3
135	2	0,0,197;3
117	2	0,0,197;3
131	2	0,0,197;3
109	2	0,0,197;3
143	2	0,0,197;3
120	2	0,0,197;3
124	2	0,0,197;3
144	2	0,0,197;3
112	2	0,0,197;3
140	2	0,0,197;3
139	2	0,0,197;3
141	2	0,0,197;3
100	2	0,0,197;3
136	2	0,0,197;3
115	2	0,0,197;3
148	2	0,0,197;3
110	2	0,0,197;3
145	2	0,0,197;3
147	2	0,84,221;4
104	2	0,84,221;4
108	2	0,84,221;4
128	2	0,84,221;4
132	2	0,84,221;4
111	2	0,84,221;4
116	2	0,84,221;4
103	2	0,84,221;4
137	2	0,84,221;4
134	2	0,84,221;4
68	1	0,84,221;4
87	1	0,84,221;4
126	2	0,84,221;4
123	2	0,84,221;4
146	2	0,84,221;4
72	1	0,84,221;4
119	2	0,84,221;4
83	1	0,84,221;4
133	2	0,84,221;4
149	2	0,84,221;4
70	1	0,84,221;4
127	2	0,84,221;4
138	2	0,84,221;4
101	2	0,84,221;4
142	2	0,84,221;4
113	2	0,84,221;4
114	2	0,84,221;4
121	2	0,84,221;4
