35	0,0,0;0
2	0,0,0;0
6	0,0,0;0
12	0,0,0;0
47	0,0,0;0
3	0,0,0;0
1	0,0,0;0
45	0,0,0;0
25	0,0,0;0
9	0,0,0;0
34	0,0,0;0
29	0,0,0;0
30	0,0,0;0
41	0,0,0;0
13	0,0,0;0
42	0,0,0;0
8	0,0,0;0
38	0,0,0;0
44	122,0,139;1
20	122,0,139;1
31	122,0,139;1
26	122,0,139;1
43	122,0,139;1
23	122,0,139;1
24	122,0,139;1
22	122,0,139;1
37	122,0,139;1
40	122,0,139;1
17	122,0,139;1
28	122,0,139;1
0	122,0,139;1
4	122,0,139;1
7	122,0,139;1
39	122,0,139;1
11	122,0,139;1
49	122,0,139;1
15	122,0,139;1
14	122,0,139;1
33	122,0,139;1
5	122,0,139;1
18	122,0,139;1
16	122,0,139;1
32	122,0,139;1
36	122,0,139;1
10	122,0,139;1
48	122,0,139;1
19	122,0,139;1
46	122,0,139;1
21	122,0,139;1
27	122,0,139;1
117	88,0,159;2
131	88,0,159;2
118	88,0,159;2
105	88,0,159;2
122	88,0,159;2
107	88,0,159;2
130	88,0,159;2
109	88,0,159;2
135	88,0,159;2
129	0,0,197;3
120	0,0,197;3
144	0,0,197;3
125	0,0,197;3
102	0,0,197;3
143	0,0,197;3
139	0,0,197;3
141	0,0,197;3
112	0,0,197;3
136	0,0,197;3
124	0,0,197;3
140	0,0,197;3
77	0,0,197;3
110	0,0,197;3
147	0,0,197;3
116	0,0,197;3
137	0,0,197;3
145	0,0,197;3
115	0,0,197;3
148	0,0,197;3
134	0,0,197;3
103	0,0,197;3
111	0,0,197;3
100	0,0,197;3
104	0,0,197;3
108	0,0,197;3
128	0,0,197;3
132	0,0,197;3
126	0,84,221;4
127	0,84,221;4
70	0,84,221;4
138	0,84,221;4
72	0,84,221;4
83	0,84,221;4
133	0,84,221;4
123	0,84,221;4
149	0,84,221;4
121	0,84,221;4
113	0,84,221;4
119	0,84,221;4
101	0,84,221;4
142	0,84,221;4
114	0,84,221;4
146	0,84,221;4
63	0,84,221;4
73	0,84,221;4
78	0,84,221;4
91	0,84,221;4
97	0,84,221;4
74	0,84,221;4
85	0,84,221;4
50	0,84,221;4
52	0,84,221;4
65	0,84,221;4
51	0,84,221;4
75	0,84,221;4
76	0,84,221;4
86	0,84,221;4
54	0,84,221;4
56	0,84,221;4
58	0,84,221;4
60	0,149,221;5
98	0,149,221;5
57	0,149,221;5
93	0,149,221;5
64	0,149,221;5
79	0,149,221;5
53	0,149,221;5
89	0,149,221;5
81	0,149,221;5
69	0,149,221;5
59	0,149,221;5
80	0,149,221;5
90	0,149,221;5
62	0,149,221;5
94	0,149,221;5
61	0,149,221;5
71	0,149,221;5
95	0,149,221;5
96	0,149,221;5
82	0,149,221;5
88	0,149,221;5
92	0,149,221;5
67	0,149,221;5
99	0,149,221;5
106	0,149,221;5
84	0,149,221;5
55	0,149,221;5
66	0,149,221;5
68	0,149,221;5
87	0,149,221;5
